"belongs_to_collection","budget","genres","id","imdb_id","original_language","original_title","overview","popularity","poster_path","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","video","vote_average","vote_count","Horror","Year","year","decade","bydecade","boxoffice"
"",0,"[{'id': 27, 'name': 'Horror'}]","45079","tt1810510","ko","4교시 추리영역","During fourth period, high schooler Da-jeong finds his classmate Tae-gyu dead in a classroom and Jeong-hun standing in front of him with blood on his clothes. In order to stop Jeong-hun from becoming the prime suspect, Da-jeong must help him find the real murderer, who is still inside the school building, under 40 minutes before period four ends.",0.911718,"/llsmWu70mlVLfLmSwtltaOBBLSN.jpg","[]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2009-08-12,0,86,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]","Released","4th Period Murder Mystery","4th Period Mystery",FALSE,6.3,6,TRUE,"2009",2009,"00s","00s",0
"",0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]","47331","tt0493567","ja","Shinkuronishiti","Asuka is an aspiring model who moves to Tokyo to pursue her career. She moves into a small apartment with a friend of a friend, Kasumi. A bizarre murder occurs in the hotel across the street. The body was mutilated and repositioned into a lurid work of art. After this, a string of murders start happening all around the two girls, as if some crazed serial killer was following them. At the scene of each crime, the perpetrator leaves a black lip print, and is subsequently dubbed ""The Black Kiss.",0.167467,"/b7VgMMQGxNK0gQr9Oor7QU6NXo2.jpg","[]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2004-10-01,0,133,"[{'iso_639_1': 'ja', 'name': '日本語'}]","Released","","Black Kiss",FALSE,5.9,4,TRUE,"2004",2004,"00s","00s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","92499","tt2132405","ko","오싹한 연애","A magician meets a weird girl and offers her to work together in his magic show. It's only until a year later that he starts to know her personally and develops a feeling towards her despite her own problems.",1.996356,"/mKuVD4plYtnNMKI19DNrNEKotpG.jpg","[]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2011-12-01,0,114,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]","Released","","Spellbound",FALSE,6.8,45,TRUE,"2011",2011,"10s","10s",0
"{'id': 124934, 'name': 'Alligator Collection', 'poster_path': '/5XOOxT9Lt8tIRahE5judKxjUjNE.jpg', 'backdrop_path': None}",0,"[{'id': 27, 'name': 'Horror'}]","40800","tt0101309","en","Alligator 2 - The Mutation","A giant mutated alligator runs riot in a small town after the sewer system washes it into a lake...",3.52572,"/nnrkSj3mc5v4UkZCN7J6yo6mkwn.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-12-18,0,92,"[]","Released","It crashed out of the sewers... now there's hell to pay!","Alligator 2 - The Mutation",FALSE,2.6,11,TRUE,"1991",1991,"90s","90s",0
"",0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","278706","tt2836260","en","Chrysalis","Joshua and Penelope are survivors of a deadly infection that laid waste to humanity 25 years ago. When they encounter fellow survivor Abira, their lives are forever changed as they fight off the remnants of the infected.",0.537234,"/uK3WwucQHmb8n7xygQLoXpPkrY2.jpg","[{'name': 'FOUR Productions', 'id': 26001}, {'name': 'Glass City Films', 'id': 26002}, {'name': 'Huckpoten Entertainment', 'id': 26003}, {'name': 'Little Big Film Company', 'id': 26004}, {'name': 'CNGM Pictures', 'id': 59629}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-04-24,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","The rest are dead...","Chrysalis",FALSE,4.9,7,TRUE,"2014",2014,"10s","10s",0
"",0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","127642","tt0430082","en","Feng Shui","Joy and her family have just moved into a new home, in a sparsely populated village. For them, it’s time for new beginnings- a new chance and a new hope.  But what for fortune awaits them.. and woe the tragedies to follow.  On what should be the most unfortunate day of her life, Joy picks up a package left by a stranger in a bus. It is called ‘ba-gua’, (feng shui mirror) an item that drives bad luck away.  Joy could not refuse the luck that continues to come her way until everything appears too good to be true.  Unexplained events disturb her family’s peace . People start to die as well.  Having been advised by the geomancer to simply say no to the next form of luck, all Joy could do now is wait.  But what painful decision awaits her? Will Joy prevail or be consumed by the curse of the bagua mirror?",0.814716,"/ttpSRb2Bfh1tKVzMWndQ72MGyh1.jpg","[{'name': 'ABS-CBN Film Productions', 'id': 4676}, {'name': 'Star Cinema Productions', 'id': 10417}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",2004-09-18,0,108,"[{'iso_639_1': 'tl', 'name': ''}, {'iso_639_1': 'en', 'name': 'English'}]","Released","Who can refuse good luck?","Feng Shui",FALSE,6.6,7,TRUE,"2004",2004,"00s","00s",0
"",0,"[{'id': 27, 'name': 'Horror'}]","326415","tt3922350","en","Headless","In this ""lost slasher film from 1978,"" a masked killer wages an unrelenting spree of murder, cannibalism, and necrophilia. But when his tortured past comes back to haunt him, he plunges to even greater depths of madness and depravity, consuming the lives of a young woman and those she holds dear.",0.853425,"/7KTyuTc8BBP4Ewy9UGrf17PFV6j.jpg","[{'name': 'Forbidden Films', 'id': 33891}, {'name': 'Clockwerk Creature Company', 'id': 47223}, {'name': 'Gentleman Monster Productions', 'id': 47224}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-02-28,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Unearthed. Uncensored. Unleashed! The most shocking film you've never seen!","Headless",FALSE,6.4,13,TRUE,"2015",2015,"10s","10s",0
"",0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]","342927","tt4685096","en","3-Headed Shark Attack","The world’s greatest killing machine is three times as deadly when a mutated shark threatens a cruise ship. As the shark eats its way from one end of the ship to the next, the passengers fight the deadly predator using anything they can find.",3.677281,"/1zb7a8zejYOSbwoAXwC5CPosYRR.jpg","[{'name': 'The Asylum', 'id': 1311}, {'name': 'Syfy', 'id': 6677}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-07-20,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","More HEADS! More DEADS!","3-Headed Shark Attack",FALSE,4,41,TRUE,"2015",2015,"10s","10s",0
"",0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]","41032","tt0069316","en","The Stone Tape","A research team from an electronics company move into an old Victorian house to start work on finding a new recording medium. When team member Jill Greeley witnesses a ghost, team director Peter Brock decides not only to analyse the apparition, which he believes is a psychic impression trapped in a stone wall (dubbed a ""stone tape""), but to exorcise it too - with terrifying results...",0.48421,"/xOMFNqPuFqcKCUx7gq9NbMt95jN.jpg","[{'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1972-01-31,0,90,"[]","Released","","The Stone Tape",FALSE,6.6,9,TRUE,"1972",1972,"70s","70s",0
"",0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]","100274","tt1930308","en","Comforting Skin","A lonely young woman's desperate need for emotional and sexual companionship draws her into a surreal and ultimately destructive relationship with a shifting and whispering tattoo she has willed to life on her skin.",0.296009,"/5p1VJcf5wdPYTgdad17x0LEVvIt.jpg","[{'name': 'Feelgood Pictures', 'id': 37221}, {'name': 'Brainstorm Productions', 'id': 37222}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2011-10-10,0,109,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Obsession Leaves A Mark.","Comforting Skin",FALSE,4,4,TRUE,"2011",2011,"10s","10s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","309811","tt2601260","en","Shadows on the Wall","A modern day sci-fi about Palmer Marshall, a struggling engineering student that’s flailing through his personal life, classes, and career. Palmer is on the cusp of a potentially huge discovery and he devotes every waking moment to the challenging, and often fruitless, pursuit of creating something that might change the world. But Palmer soon learns that the road to success is long and fraught with failure. Despite crippling anxiety and personality disorders, Palmer perseveres and creates the one – the dream machine that he’ll be remembered for.",0.463261,"/gjtRHPsimAJySUFEWmYqL6klcFS.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-12-10,0,110,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Shadows on the Wall",FALSE,4,2,TRUE,"2014",2014,"10s","10s",0
"",0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","279998","tt1985196","en","Altergeist","Tedi Sarafian, writer of TERMINATOR 3: RISE OF THE MACHINES and TANK GIRL makes his feature directorial debut with this horror/sci-fi thriller based on true events. King’s Ransom Winery is known as one of the most haunted places in North America. Gruesome suicides and murders, suspicious fires, and strange otherworldly phenomena have occurred with disturbing frequency throughout the dark history of the estate, all linked back to a past shocking slaughter where the victim was stabbed thirteen times. And that unlucky number has appeared a constant throughout every unexplained bizarre incident. Now a group of six paranormal investigators have been given 48-hour weekend access to the winery to conduct a search for evidence of the other side. Soon they begin to see things and witness strange happenings causing each to act out of character as a sinister presence forces long-buried memories and deep-seated fears to bubble to the surface.",0.322574,"/wj3qr7hAgBK4mKuwitCmY96cTdI.jpg","[]","[]",2014-08-25,0,90,"[]","Released","","Altergeist",FALSE,4.9,5,TRUE,"2014",2014,"10s","10s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","39493","tt1092006","ja","ゴス","Adapted from the novel by Otsuichi, and following on from Kendi Oiwa's manga version, GOTH: LOVE OF DEATH is a mysterious horror film which boasts a neat twist in the serial-killer theme. Two high school students, Morino and Kamiyama, share a morbid fascination with death and cruelty. This mutual blood lust leads them to track a wanted serial killer, not to help catch them you understand... but for a few tips.",0.553858,"/8vta7BtvDRltlXKhV0PWrzTIrAE.jpg","[{'name': 'JollyRoger', 'id': 3472}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2008-12-20,0,95,"[{'iso_639_1': 'ja', 'name': '日本語'}]","Released","","Goth",FALSE,6.1,6,TRUE,"2008",2008,"00s","00s",0
"",2e+06,"[{'id': 27, 'name': 'Horror'}]","40241","tt0083261","en","The Unseen","Freelance reporter Jennifer and her two friends, Karen and Vicki, accept an invitation for cheap room and board in a large farmhouse offered by a friendly, but shady, museum owner named Ernest Keller since all the motels in and around town are booked for a holiday parade fair Jennifer is covering. But unknown to the women, some unseen ""thing"" has been living in the basement of the house for over 20 years and is looked after by Keller and his shy sister Virginia, in which the ""thing"" soon gets out and begins harassing and killing the women one by one in various violent, but seemingly accidental, means.",0.86926,"/66BAwSfIef99UztzXgVBt8sNR4W.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-09-01,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","The Ultimate Hidden Terror","The Unseen",FALSE,5.7,13,TRUE,"1980",1980,"80s","80s",2e+06
"",2.8e+07,"[{'id': 10749, 'name': 'Romance'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]","58431","tt1374989","en","Pride and Prejudice and Zombies","A zombie outbreak has fallen upon the land in this reimagining of Jane Austen’s classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet (Lily James) is a master of martial arts and weaponry and the handsome Mr. Darcy (Sam Riley) is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",7.954623,"/ycUjupnyTAOvBeBqS64aM7sUqyo.jpg","[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Handsomecharlie Films', 'id': 8873}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Darko Entertainment', 'id': 12622}, {'name': 'Panorama Media', 'id': 13395}, {'name': 'QC Entertainment', 'id': 72725}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-02-04,16374328,108,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Bloody lovely.","Pride and Prejudice and Zombies",FALSE,5.5,662,TRUE,"2016",2016,"10s","10s",44374328
"",0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","12135","tt0940723","nl","Linkeroever","A chilling thriller about a woman, who upon moving in with her new boyfriend, becomes obsessed with the fate of the previous tenant and descends into madness.",1.212963,"/lEbh8qky04n3zFulr3zo9qlgpFl.jpg","[{'name': 'Caviar Films', 'id': 2699}, {'name': 'Vlaams Audiovisueel Fonds', 'id': 39515}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}]",2008-03-26,0,102,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]","Released","","Left Bank",FALSE,6,10,TRUE,"2008",2008,"00s","00s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","20388","tt0426037","en","De Indringer","Koen De Bouw speelt Tom Vansant, een gescheiden ambulance-arts uit Brussel. Vansant is op zoek naar zijn dochter die van huis is weggelopen en al achttien maanden vermist wordt. Tijdens zijn speurtocht komt hij terecht in een dorp in de Ardennen waar niemand hem verder wil helpen.",0.748143,"/leficuJtWJpQw5UxzbdEJO8Toh2.jpg","[{'name': 'Skyline Film & Television', 'id': 4035}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}]",2005-03-16,0,110,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]","Released","","De Indringer",FALSE,6.5,4,TRUE,"2005",2005,"00s","00s",0
"{'id': 425280, 'name': 'Slime City Collection', 'poster_path': '/8clL5NLfOXFgQzHApmy1Z7tCHv1.jpg', 'backdrop_path': None}",50000,"[{'id': 27, 'name': 'Horror'}]","27548","tt0234748","en","Slime City","A student moves into a run-down building in New York City. His bizarre neighbors make a concoction in their apartment they call wine, but when he takes some of it, he turns into a deformed, murderous monster.",1e-06,"/hnQpzXaDA1S596f6WJiMGhHv154.jpg","[{'name': 'Bare Bones Productions', 'id': 73770}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-05-13,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","A horror film with guts!","Slime City",FALSE,4.7,7,TRUE,"1988",1988,"80s","80s",50000
"",0,"[{'id': 27, 'name': 'Horror'}]","324930","tt3867396","en","Proof of the Devil","18-year old Jesse Winters, also know as The Butcher, was put to death in Louisiana for committing 23 grisly murders. There was no doubt that he was killer, the question was why? His mother, Kate, claimed that Jesse was possessed by a demon that drove him to fiendish brutality. Now, for the first time on film, Kate will attempt to prove her theories and clear her son's name by inviting a demon to invade her body. Sit back and prepare to watch the unimaginable. That screaming you hear? It's probably your own.",0.439368,"/sA6vTg7gVXTTe0NDgSJXbW6b2GV.jpg","[{'name': 'SuperNormal Pictures', 'id': 61789}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-02-10,0,75,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Evil comes from within","Proof of the Devil",FALSE,2.6,4,TRUE,"2015",2015,"10s","10s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","82655","tt1686327","en","The Oregonian","A girl gets in a car accident and wanders through the woods, encountering all kinds of nightmarish things.",0.841542,"/99fTbs5nt5UQloFRjqBbHy4VC7X.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-01-24,0,81,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","The Oregonian",FALSE,4.8,11,TRUE,"2011",2011,"10s","10s",0
